Proposal,Beamline,Experiment start,Experiment end,User Affiliation,Department,Overall,Scientific support,Technical support,Beamline hardware,Beamline software,Machine operation,DUO,Experiment comments,Infrastructure comment,Overall comments,Remarks,Report submitted
20120249,I511-3,05/02/2013,18/02/2013,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",4,4,4,3,3,2,4,"On Feb 11:th, the position of the beam through the undulator was changed by Åke Andersson. After that, the intensity of the beam was at least three times better at the carbon edge that was very good for RIXS. However, the spot on the sample had a strange half-moon shape with different wavelengths in different positions of the sample. In particular, the position of the sample was quite different for XAS at the C 1s and Ti 2p edges. Therefore, the intensity had to be optimized for every new edge on the same sample.",Good that a new tea boiler was ordered.,The second week was much better than the first as the position of the beam through the undulator was adjusted by Åke.,,27/02/2013
20120377,I811,07/02/2013,11/02/2013,"Swedish University of Agricultural Sciences, Umeå",Department of Forest Ecology and Management,5,5,5,5,5,4,4,Everythinhg worked really good this time.,"Good, as usual.",We collected K and Ca XANES data with very little problems.,,18/03/2013
20120146,I511-1,18/03/2013,25/03/2013,Royal Institute of Technology (KTH),Department of Material Physics,4,4,5,4,4,4,4,It worked as expected. Good,Good.,,,28/09/2013
20130304,I711,23/06/2014,27/06/2014,Aarhus University,Department of Chemistry,4,3,4,4,2,3,4,"A few beamdumps, a blue screen of death on the diffractometer computer at 5 am. Spec scripts stopped working. on the + side some nice hlep by the maxlab engineer with electronics on our setup",great,Problems with our own setup due to failure of our PID controller.Which we managed o overcome. ,,01/07/2014
20140476,I711,06/10/2015,12/10/2015,Technische Universität Wien,X-ray center,5,5,5,5,4,3,5,,"Great support by the coffee machine during night shifts! I also want to thank for the fruits every afternoon. Keeps us away from the doctor :-)
Should be atken over for the new MaxLaBIV!",,,19/10/2015
20140152,MX,29/11/2014,30/11/2014,Vilnius University,"Institute of Biotechnology, Department of Protein-DNA Interactions",5,5,5,5,4,3,5,"Scientific and tech. support was excellent, the staff is qualified, friendly, supportive and timely. Thank you for the great measurement time!

Two extra-long injections and a beam loss interrupted our measurements. I remember these problems plagued synchrotrons in the last century, but these days they are rather unusual. Hence my reduced rating for the ring this time.

The software does the job, but is overly complicated, on one hand, and too rigid, on the other. It does not allow the visitors to specify a *single* data collection directory for a visit, trying to create per-project and per-date directories instead (and crashing the process...). The single per-visit root would make backups and data checks much easier. All other attributes (metadata such as project, user, etc.) should be recorded in a database and/or in XML/JSON/key-value pair text files.

The dataset should be identified by a *single* identifier, supplied by the *user* (*not* by the beamline software), and used to name dataset directory and images within. Now we have to duplicate the ID, which is tedious, distracting and error prone.

The beamline processing software clutters our processing directories with undocumented and sometimes redundant large files -- this wastes disk space, backup time and puts extra burden on data management. It also launches processes on our data that are nowhere specified and interfere with our data processing. It would be better if we as users would have full control on what software is started on our collected data and when, and what files are recorded (there is no need to store a file and its gzipped version, or TMP files in the PROCESSED_DATA tree). Thus, the software could be improved along these lines, IMHO.","Great users service, thank you! And thanks for the sponsored coffee, it helps to stay awake during the night shifts :)","Despite some glitches, the measurement was a fun and overly successful. Would like to visit MaxLAB once more :)",How can the users get more closely involved in the beam line software development?,05/12/2014
0,D1011,11/05/2015,13/05/2015,Norwegian University of Science and Technology-NTNU,Department of Physics,4,4,4,4,4,4,4,,Hard to find some basic tools (screwdrivers etc.) in the clean room,,,21/05/2015
20140385,I911-4,20/10/2015,21/10/2015,Lund University,"Department of Chemistry, Theoretical Chemistry",4,5,5,3,3,3,5,Usually it works fine but due to some problems we couldn&#180;t start until 1600 whereas our estimated beamtime was 0900,Have not used the lab facilities,The staff is really helpful ,,29/10/2015
20120011,MX,02/02/2012,03/02/2012,Helmholtz Centre for Infection Research,Centre for Structural Systems Biology,4,4,4,5,4,5,3,"Very pleased about the window-action on the I911-2 beamline - no need to hassle with doors like on other major european synchrotrons. Also, data collection proceeded smoothly and without major issues.",Haven't really comprehended on DUO yet. Laboratory facilities were not used during this beamtime. The free coffee was a nice plus and in general the lunch room was very nice.,The setup at the beamline allowed smooth crystal testing and therefore time was not wasted. A total of 7 full datasets and 2 incomplete sets were collected. Our initial assumption was that a total of 5 data sets would be the absolute maximum if everything was working properly.,,03/02/2012
20110267,MX,31/10/2012,01/11/2012,University of Copenhagen,Department of Biomolecular Sciences,5,5,5,5,5,0,5,"The robot had problems mounting certain Vials. It was unknown if this was a property of fabrication or ""stuck"" caps in the vial. 1.5 H went for trouble shooting this problem.",Helpfull and friendly service upon arriving.,"Please provide an ""user error log"" to the MX beam station. If other users have experienced same problem with robot mounting and found the problem, it could have saved time for us.",,09/11/2012
20120155,I511-1,22/10/2012,29/10/2012,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Department of Chemical Physics,5,5,5,4,4,5,5,"Had a number of bad luck cases: power blackout, monochromator server interruptions, O2 line contamination,...","However, it was not easy to find enough power cable extenders to replace (after power blackout) ","But I like the beamtime experience, like people at MAX-lab, the environment a lot and will remember it forever.",,06/11/2012
20130021,I311-XPS,10/03/2014,17/03/2014,University of Manchester,School of Physics and Astronomy,5,5,5,4,5,5,5,great beamline with great staff!,I always enjoy the friendly and welcoming atmosphere at MAX-Lab!,,,26/03/2014
20110273,MX,15/03/2012,15/03/2012,SARomics Biostructures AB,,4,5,5,3,5,4,5,"The data collection was hampered by stripes and white ""ghost"" spots on the detector. Probably these were due to the shutter being open during dark current collection. Johan, Tomas and Thomas (by phone) helped me to sort it out. Later in the day Roberto confirmed that the shutter was indeed stuck.",I am responsible for some of these facilities so maybe I should not comment...,The technical problems were not limiting for our use of the beam line but did cause stress.,,15/03/2012
20130205,I3,03/06/2014,09/06/2014,University of Tartu,Institute of Physics,5,5,4,3,4,5,5,I3 has its performance failure - no flux- 10-15 eV. This lowers the quality of hardware.,I did not use any lab facilities,,,16/06/2014
20110275,MX,31/05/2013,02/06/2013,Uppsala University,Department of Cell and Molecular Biology,3,5,5,3,3,5,5,"The support supplied by the Local contact Roberto Appio was excellent, There were problems with the software of the detector due to a filling up of some file that was several years old. Please check it and write some log book about this kind of problems.  The nitrogen seem to have water and it was ice formation in th loop, The sample changer failed a couple of time.",I didn't use lab facilities. One toilet was stuck and the lab kitchen was tidy and clean,I managed to collect 2 datasets but due to some problems I could not collect more. ,,10/06/2013
20110267,MX,30/10/2012,31/10/2012,Carlsberg Laboratory,,0,0,0,0,0,0,0,"There was some software/server problems, which caused some ""down time"".  ",I didn't use the laboratory facilities - in this questionary you should include an answer option to indicate that the question is not valid for the user...,,For instance: I didn't use the laboratory facilities - in this questionary you should include an answer option to indicate that the question is not valid for the user...,08/11/2012
20110276,MX,22/09/2012,24/09/2012,Umeå University,Department of Chemistry,5,5,5,3,4,5,5,The sample changing robot did not deliver all the samples to the goniometer. At one occasion it got stuck and was unable to move. This required the intervention of the beam line scientist on duty. ,I didn't use the laboratory facilities during this visit. ,Data was of very good quality. I was able to solve three MAD structures during this beamtime. One Se-Met the other Zn MAD. ,none,02/10/2012
